City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
419,Vrangel,42.73,133.08,38.19,45,0,4.79,RU,11/9/2019 18:32
186,Qianan,44.99,124.06,38.39,61,96,9.57,CN,11/9/2019 18:32
339,Khuzhir,53.19,107.35,38.64,74,100,16.24,RU,11/9/2019 18:32
207,Nemuro,43.32,145.57,39.15,64,0,9.33,JP,11/9/2019 18:23
27,Nikolskoye,59.7,30.79,39.2,93,90,6.71,RU,11/9/2019 18:22
90,Ilulissat,69.22,-51.1,39.2,29,75,21.92,GL,11/9/2019 18:23
215,Portland,43.66,-70.25,39.2,32,1,10.29,US,11/9/2019 18:22
462,Grindavik,63.84,-22.43,39.2,86,53,8.05,IS,11/9/2019 18:23
131,Hamilton,43.26,-79.87,39.99,64,90,24.16,CA,11/9/2019 18:23
259,Nantucket,41.28,-70.1,39.99,48,1,9.17,US,11/9/2019 18:28
311,Wanning,48.64,13.53,39.99,93,90,2.24,AT,11/9/2019 18:27
403,Ehingen,49.09,10.54,39.99,93,34,5.82,DE,11/9/2019 18:32
292,Kamaishi,39.28,141.86,40.12,77,4,6.26,JP,11/9/2019 18:22
108,Vestmannaeyjar,63.44,-20.27,41,80,90,4.7,IS,11/9/2019 18:23
366,Riegelsberg,49.3,6.95,41,100,20,2.24,DE,11/9/2019 18:32
375,Malatya,38.35,38.32,41,86,21,4.7,TR,11/9/2019 18:32
382,Dole,47.09,5.49,41,93,55,2.24,FR,11/9/2019 18:32
75,Vao,59.1,26.19,41.36,97,100,5.97,EE,11/9/2019 18:23
396,Te Anau,-45.41,167.72,41.49,98,100,5.35,NZ,11/9/2019 18:22
79,Vardo,39.62,-77.74,42.01,47,1,12.75,US,11/9/2019 18:22
498,Audincourt,47.48,6.84,42.01,100,54,3.36,CH,11/9/2019 18:32
285,Saint-Pierre,48.95,4.24,42.8,87,75,10.29,FR,11/9/2019 18:22
387,Smithers,54.78,-127.17,42.8,93,75,3.36,CA,11/9/2019 18:32
519,West Wendover,40.74,-114.07,42.8,56,1,6.93,US,11/9/2019 18:33
48,Jamestown,-33.21,138.6,43.21,93,0,4.63,AU,11/9/2019 18:22
210,Broome,52.47,1.45,44.01,86,59,2.24,GB,11/9/2019 18:32
452,Liberty,39.64,-84.93,44.01,48,40,10.29,US,11/9/2019 18:32
11,Saldanha,41.42,-6.55,44.04,96,91,8.57,PT,11/9/2019 18:22
60,Pleshanovo,57.46,28.17,44.6,93,100,6.71,RU,11/9/2019 18:31
74,Ushuaia,-54.81,-68.31,44.6,52,40,9.17,AR,11/9/2019 18:21
124,Chojnow,51.27,15.94,44.6,87,75,6.93,PL,11/9/2019 18:31
402,Narsaq,60.91,-46.05,44.6,30,75,39.15,GL,11/9/2019 18:22
29,Port Elizabeth,39.31,-74.98,45,26,1,3.36,US,11/9/2019 18:22
266,Rochelle,41.92,-89.07,45,52,1,10.29,US,11/9/2019 18:31
93,Khandbari,27.38,87.21,45.16,77,100,6.13,NP,11/9/2019 18:31
514,Beipiao,41.8,120.76,45.3,86,100,8.95,CN,11/9/2019 18:33
148,Hofn,64.25,-15.21,45.32,76,100,24,IS,11/9/2019 18:32
107,Vernon,50.27,-119.27,46,81,90,3.36,CA,11/9/2019 18:28
433,Brigantine,39.41,-74.36,46,52,40,5.82,US,11/9/2019 18:32
513,Winchester,51.06,-1.31,46,87,75,9.17,GB,11/9/2019 18:33
196,Sobolevo,54.43,31.9,46.17,94,100,12.24,RU,11/9/2019 18:23
59,Punta Arenas,-53.16,-70.91,46.4,48,0,13.87,CL,11/9/2019 18:22
117,Grants,35.15,-107.85,46.4,36,1,4.7,US,11/9/2019 18:31
250,Akdepe,42.05,59.39,46.4,39,16,4.7,TM,11/9/2019 18:32
137,Ballina,54.11,-9.15,46.99,93,40,10.29,IE,11/9/2019 18:32
5,Guangyuan,32.43,105.86,47.21,77,68,4.7,CN,11/9/2019 18:31
406,Huancavelica,-12.79,-74.97,47.57,60,82,4.34,PE,11/9/2019 18:32
190,Pulaski,37.05,-80.78,48,48,1,6.82,US,11/9/2019 18:30
206,Starogard Gdanski,53.96,18.53,48,100,90,6.93,PL,11/9/2019 18:32
49,Souillac,45.6,-0.6,48.2,93,100,13.87,FR,11/9/2019 18:23
65,Khani,41.96,42.96,48.2,87,0,3.36,GE,11/9/2019 18:31
142,Mikuni,36.22,136.15,48.2,93,40,3.36,JP,11/9/2019 18:32
249,Gargzdai,55.71,21.4,48.2,93,90,6.93,LT,11/9/2019 18:32
312,Hasaki,35.73,140.83,48.2,87,75,8.05,JP,11/9/2019 18:22
504,Romitan,39.93,64.38,48.2,49,0,6.93,UZ,11/9/2019 18:32
7,Kaihua,29.14,118.41,48.94,73,83,0.74,CN,11/9/2019 18:31
17,Mataura,-46.19,168.86,48.99,92,100,5.01,NZ,11/9/2019 18:22
24,New Norfolk,-42.78,147.06,48.99,66,40,10.29,AU,11/9/2019 18:22
67,Nago,45.88,10.89,48.99,100,20,2.24,IT,11/9/2019 18:31
70,Hobart,-42.88,147.33,48.99,66,40,10.29,AU,11/9/2019 18:20
216,Tuatapere,-46.13,167.69,48.99,92,100,5.01,NZ,11/9/2019 18:22
386,Margate,-43.03,147.26,48.99,66,40,10.29,AU,11/9/2019 18:23
404,Plouzane,48.38,-4.62,48.99,70,52,16.11,FR,11/9/2019 18:32
85,Port Lincoln,-34.72,135.86,49.57,87,0,3.74,AU,11/9/2019 18:22
265,Muroto,33.37,134.14,49.93,81,0,7.09,JP,11/9/2019 18:32
156,Mount Gambier,-37.83,140.78,50,87,90,9.17,AU,11/9/2019 18:23
241,Constantine,36.36,6.61,50,66,40,5.82,DZ,11/9/2019 18:32
367,Port Macquarie,-31.43,152.91,50,71,40,8.05,AU,11/9/2019 18:32
431,Saint-Remy-De-Provence,43.79,4.83,50,81,1,3.36,FR,11/9/2019 18:32
481,Launceston,-41.43,147.14,50,81,90,3.36,AU,11/9/2019 18:32
508,Port Hardy,50.7,-127.42,50,87,90,9.17,CA,11/9/2019 18:23
478,Salem,44.94,-123.03,51.01,87,90,3.36,US,11/9/2019 18:32
78,Zhanaozen,43.35,52.85,51.49,34,27,7.23,KZ,11/9/2019 18:31
328,Zabol,31.03,61.49,51.8,34,32,9.17,IR,11/9/2019 18:32
336,Poum,41.28,20.71,51.8,87,90,2.24,MK,11/9/2019 18:22
475,Ketchikan,55.34,-131.65,51.8,93,90,20.8,US,11/9/2019 18:32
171,Yunyang,32.84,110.81,51.96,66,40,4.92,CN,11/9/2019 18:32
136,Twin Falls,42.57,-114.46,52,37,1,4.7,US,11/9/2019 18:32
160,Waitati,-45.75,170.57,52,92,100,8.01,NZ,11/9/2019 18:32
360,Carrboro,35.91,-79.08,52,39,1,3.44,US,11/9/2019 18:32
422,Karlivka,49.46,35.11,52,88,0,9.95,UA,11/9/2019 18:32
488,Lewistown,40.39,-90.15,52,46,1,13.87,US,11/9/2019 18:32
8,Mar Del Plata,-46.43,-67.52,52.52,44,0,13.8,AR,11/9/2019 18:22
378,Kabare,-1.65,29.38,52.66,93,84,1.9,RW,11/9/2019 18:32
106,Fortuna,40.6,-124.16,53.01,93,90,0.54,US,11/9/2019 18:28
331,Belmonte,40.36,-7.35,53.01,96,100,1.01,PT,11/9/2019 18:30
355,Dunedin,-45.87,170.5,53.01,91,100,10,NZ,11/9/2019 18:22
479,Clarksville,36.53,-87.36,53.01,36,1,9.17,US,11/9/2019 18:28
144,Wajima,37.4,136.9,53.55,62,55,14.38,JP,11/9/2019 18:32
446,Zhicheng,35.04,112.59,53.56,56,33,10.51,CN,11/9/2019 18:32
87,Broken Hill,-31.97,141.45,53.6,58,0,12.75,AU,11/9/2019 18:22
97,Avera,33.19,-82.53,53.6,37,1,6.93,US,11/9/2019 18:23
167,Zlobin,45.29,14.65,53.6,71,20,4.7,HR,11/9/2019 18:32
199,San Giovanni Rotondo,41.71,15.73,53.6,100,40,3.36,IT,11/9/2019 18:32
200,Saint-Joseph,43.56,6.97,53.6,87,6,2.24,FR,11/9/2019 18:28
228,Vieste,41.88,16.18,53.6,100,40,3.36,IT,11/9/2019 18:32
459,Tortoli,39.93,9.66,53.6,50,20,4.7,IT,11/9/2019 18:32
3,Healesville,-37.65,145.52,54,81,90,12.75,AU,11/9/2019 18:31
222,Elizabeth City,36.3,-76.22,54,56,20,5.82,US,11/9/2019 18:32
327,Olinda,-37.84,145.39,54,81,90,12.75,AU,11/9/2019 18:28
405,Manta,45.1,24.1,54.23,79,84,3.44,RO,11/9/2019 18:32
335,Winnemucca,40.97,-117.74,55,22,1,1.3,US,11/9/2019 18:32
390,Pingyin,36.28,116.45,55,87,100,1.01,CN,11/9/2019 18:32
450,Susanville,40.42,-120.65,55,32,1,4.7,US,11/9/2019 18:32
272,Nushki,29.55,66.02,55.09,15,5,2.37,PK,11/9/2019 18:32
73,Biloela,-24.4,150.51,55.27,25,0,7.11,AU,11/9/2019 18:31
86,Comodoro Rivadavia,-45.87,-67.48,55.4,50,20,9.17,AR,11/9/2019 18:23
341,Saint Anthony,43.97,-111.68,55.4,45,1,4.7,US,11/9/2019 18:23
458,Kaifeng,34.8,114.35,55.4,58,67,8.95,CN,11/9/2019 18:32
381,Balkanabat,39.51,54.36,55.6,24,0,11.5,TM,11/9/2019 18:32
399,Kochubey,44.39,46.54,55.99,83,93,5.82,RU,11/9/2019 18:32
68,Willowmore,-33.3,23.49,56.26,75,99,11.61,ZA,11/9/2019 18:31
447,Huainan,32.59,117.01,56.71,52,44,7.25,CN,11/9/2019 18:32
500,Chivay,-15.64,-71.6,56.8,25,95,4.07,PE,11/9/2019 18:32
441,Nishihara,35.74,139.53,57,81,1,6.85,JP,11/9/2019 18:29
451,Muscle Shoals,34.75,-87.67,57,34,1,6.93,US,11/9/2019 18:32
468,Godo,35.42,136.61,57,66,20,17.22,JP,11/9/2019 18:32
43,Peniche,39.36,-9.38,57.2,82,40,9.17,PT,11/9/2019 18:31
255,Vidosi,43.77,17.03,57.2,76,99,5.82,BA,11/9/2019 18:32
274,Montemor-O-Novo,38.65,-8.21,57.2,93,75,10.29,PT,11/9/2019 18:32
414,Palmer,-34.85,139.16,57.2,58,75,11.41,AU,11/9/2019 18:32
512,Alice Springs,-23.7,133.88,57.2,28,0,4.7,AU,11/9/2019 18:30
233,Huilong,31.15,106.5,57.24,82,98,1.39,CN,11/9/2019 18:32
72,Codrington,-28.95,153.24,57.99,81,0,4.7,AU,11/9/2019 18:22
315,Bucksport,33.66,-79.1,57.99,46,1,3.36,US,11/9/2019 18:32
423,Changji,32.07,116.17,58.17,47,23,6.69,CN,11/9/2019 18:32
201,Katsuura,33.93,134.5,59,67,75,13.87,JP,11/9/2019 18:23
248,Saint George,39.45,22.34,59,87,40,4.7,GR,11/9/2019 18:27
409,Flinders,-34.58,150.85,59,44,65,17.22,AU,11/9/2019 18:29
444,Patan,27.67,85.33,59,93,40,2.24,NP,11/9/2019 18:32
472,Half Moon Bay,37.46,-122.43,59,87,90,3.83,US,11/9/2019 18:18
477,Chara,39.42,22.43,59,87,40,4.7,GR,11/9/2019 18:32
281,Kruisfontein,-34,24.73,59.31,78,100,16.51,ZA,11/9/2019 18:29
30,Henties Bay,-22.12,14.28,60.01,89,0,3,NA,11/9/2019 18:29
88,Kodiak,39.95,-94.76,60.01,51,1,5.82,US,11/9/2019 18:22
239,Cartaya,37.28,-7.16,60.01,66,79,8.01,ES,11/9/2019 18:32
438,Ensley,33.51,-86.89,60.01,47,1,3.36,US,11/9/2019 18:32
77,Bluff,-23.58,149.07,60.48,24,0,8.1,AU,11/9/2019 18:22
374,Trelew,-43.25,-65.31,60.55,42,0,24.9,AR,11/9/2019 18:32
58,Coquimbo,-29.95,-71.34,60.8,77,90,10.29,CL,11/9/2019 18:23
400,Faya,18.39,42.45,60.8,63,40,9.17,SA,11/9/2019 18:29
181,Ramsgate,-33.98,151.14,61,38,23,14.99,AU,11/9/2019 18:32
270,Praxedis Guerrero,31.37,-106.02,61,51,1,3.36,MX,11/9/2019 18:32
353,Wagar,31.44,-87.99,61,66,0,4.76,US,11/9/2019 18:32
153,Heilbron,-27.29,27.97,61.05,82,84,15.46,ZA,11/9/2019 18:32
484,Springbok,-29.67,17.88,61.43,36,95,10.85,ZA,11/9/2019 18:32
473,Milkovo,41.53,24.68,62.01,93,75,4.7,BG,11/9/2019 18:32
194,Sebeta,8.91,38.62,62.6,48,40,11.41,ET,11/9/2019 18:32
277,Lagoa,37.14,-8.45,62.6,77,40,13.87,PT,11/9/2019 18:23
334,Luderitz,-26.65,15.16,62.6,82,41,11.41,NA,11/9/2019 18:23
349,Lebu,8.96,38.73,62.6,48,40,11.41,ET,11/9/2019 18:22
380,Mount Isa,-20.73,139.49,62.6,17,84,3.36,AU,11/9/2019 18:32
471,Mundo Nuevo,-32.72,-71.41,62.6,87,20,18.34,CL,11/9/2019 18:32
370,Bend,44.06,-121.32,63,35,1,3.36,US,11/9/2019 18:31
436,Tiznit,29.7,-9.73,63.16,37,17,0.72,MA,11/9/2019 18:23
463,Paramonga,-10.68,-77.82,63.48,87,68,10.16,PE,11/9/2019 18:32
127,Cedral,23.82,-100.72,63.81,63,51,5.57,MX,11/9/2019 18:31
125,Plettenberg Bay,-34.05,23.37,63.82,75,94,19.6,ZA,11/9/2019 18:23
227,Louis Trichardt,-23.04,29.91,63.99,79,80,8.39,ZA,11/9/2019 18:32
211,Karacabey,40.21,28.36,64,77,13,3.36,TR,11/9/2019 18:32
413,Pacific Grove,36.62,-121.92,64,71,1,3.36,US,11/9/2019 18:32
509,Kaeo,-35.1,173.78,64,100,93,20.83,NZ,11/9/2019 18:31
130,Coihaique,-45.58,-72.07,64.4,45,40,4.7,CL,11/9/2019 18:23
300,East London,-33.02,27.91,64.4,77,40,11.41,ZA,11/9/2019 18:32
420,Ada,34.77,-96.68,64.4,59,1,6.93,US,11/9/2019 18:29
54,Bredasdorp,-34.53,20.04,64.99,77,28,18.34,ZA,11/9/2019 18:22
340,Mareeba,-16.99,145.42,64.99,88,38,2.91,AU,11/9/2019 18:32
393,Sand Springs,36.14,-96.11,64.99,45,1,6.93,US,11/9/2019 18:32
497,Guozhen,29.3,113.14,65.55,48,100,5.79,CN,11/9/2019 18:32
480,Kumluca,36.37,30.29,65.68,49,0,4.74,TR,11/9/2019 18:29
231,Pasan,22.84,82.2,65.71,91,22,3.76,IN,11/9/2019 18:32
26,Port Alfred,-33.59,26.89,66,78,100,10,ZA,11/9/2019 18:22
52,Praia Da Vitoria,38.73,-27.07,66.2,82,20,6.06,PT,11/9/2019 18:31
94,Sehwan,26.43,67.86,66.2,68,0,6.93,PK,11/9/2019 18:31
135,Castro,-42.48,-73.76,66.2,52,82,6.93,CL,11/9/2019 18:22
379,Northam,-31.65,116.67,66.2,82,90,8.05,AU,11/9/2019 18:23
492,Turayf,31.68,38.65,66.2,37,0,9.17,SA,11/9/2019 18:32
21,Busselton,-33.64,115.35,66.99,62,0,18.77,AU,11/9/2019 18:22
392,Shawnee,35.33,-96.93,66.99,55,1,12.75,US,11/9/2019 18:32
162,Airai,-8.93,125.41,67.23,76,76,2.68,TL,11/9/2019 18:22
294,Minuri,16.54,121.86,67.24,99,100,3.76,PH,11/9/2019 18:32
82,Ubauro,28.16,69.73,67.32,31,0,4.85,PK,11/9/2019 18:31
443,Abu Samrah,35.3,37.18,67.64,28,0,7.94,SY,11/9/2019 18:23
318,Padang,-0.92,100.36,67.71,96,99,1.36,ID,11/9/2019 18:32
105,Vaini,15.34,74.49,67.87,92,14,1.99,IN,11/9/2019 18:22
456,Soni,-4.85,38.37,67.95,95,41,2.19,TZ,11/9/2019 18:32
61,Ribeira Grande,38.52,-28.7,68,68,20,4.7,PT,11/9/2019 18:22
116,Panama City,30.16,-85.65,68,52,1,8.05,US,11/9/2019 18:27
139,Iranshahr,27.21,60.69,68,22,83,4.7,IR,11/9/2019 18:32
302,Macas,-2.3,-78.12,68,100,90,6.93,EC,11/9/2019 18:32
427,Baniyas,35.18,35.94,68,52,16,4.7,SY,11/9/2019 18:32
439,Arica,-18.48,-70.32,68,68,90,13.87,CL,11/9/2019 18:30
372,Puerto Madryn,-42.77,-65.04,68.31,24,0,20.49,AR,11/9/2019 18:32
485,Tadine,-21.55,167.88,68.52,79,12,3.78,NC,11/9/2019 18:32
55,Port Hedland,-20.31,118.58,69.8,77,53,8.05,AU,11/9/2019 18:22
103,Alofi,-19.06,-169.92,69.8,94,7,2.24,NU,11/9/2019 18:23
182,Constitucion,23.99,-104.67,69.8,49,20,4.7,MX,11/9/2019 18:23
333,Los Llanos De Aridane,28.66,-17.92,69.8,68,75,20.8,ES,11/9/2019 18:22
437,Adrar,27.87,-0.29,69.8,23,0,13.87,DZ,11/9/2019 18:32
345,Jharsuguda,21.87,84.02,70.21,83,84,8.03,IN,11/9/2019 18:32
296,Kamina,-8.74,25,70.36,85,100,4.63,CD,11/9/2019 18:32
307,Hit,33.64,42.83,70.36,20,0,6.17,IQ,11/9/2019 18:32
111,Barrow,-38.31,-60.23,70.81,33,0,12.17,AR,11/9/2019 18:23
261,Vega De Alatorre,20.03,-96.65,70.86,85,95,23.24,MX,11/9/2019 18:32
20,Hermanus,-34.42,19.24,71.01,80,6,11.01,ZA,11/9/2019 18:22
180,Cape Town,-33.93,18.42,71.01,60,0,11.41,ZA,11/9/2019 18:22
470,Sambava,-14.27,50.17,71.29,96,35,2.19,MG,11/9/2019 18:32
115,Cidreira,-30.17,-50.22,71.42,84,8,21.68,BR,11/9/2019 18:18
213,Merauke,-8.49,140.4,71.51,86,100,4.12,ID,11/9/2019 18:32
501,Cumpas,30,-109.78,71.58,51,50,4.07,MX,11/9/2019 18:32
